area
평리1동
평리2동
평리3동
평리4동
평리5동
평리6동
상중이동
원대동
이천동
봉덕1동
봉덕2동
봉덕3동
대명1동
대명2동
대명3동
대명4동
대명5동
대명6동
대명9동
대명10동
대명11동
고성동
칠성동
침산1동
침산2동
침산3동
산격1동
산격2동
산격3동
산격4동
대현동
복현1동
복현2동
검단동
무태조야동
관문동
태전1동
태전2동
구암동
관음동
읍내동
동천동
노원동
국우동
범어1동
범어2동
범어3동
범어4동
만촌1동
만촌2동
만촌3동
수성1가동
수성2.3가동
수성4가동
황금1동
황금2동
중동
상동
파동
두산동
지산1동
지산2동
범물1동
범물2동
고산1동
고산2동
고산3동
성당동
두류1.2동
두류3동
감삼동
죽전동
장기동
용산1동
용산2동
이곡1동
이곡2동
신당동
본리동
월성1동
월성2동
진천동
상인1동
상인2동
상인3동
도원동
송현1동
송현2동
본동
화원읍
논공읍
다사읍
유가읍
옥포읍
현풍읍
가창면
하빈면
구지면
연안동
신포동
신흥동
도원동
율목동
동인천동
북성동
송월동
영종동
영종1동
운서동
용유동
만석동
화수1.화평동
화수2동
송현1.2동
송현3동
송림1동
송림2동
송림3.5동
송림4동
송림6동
금창동
숭의2동
숭의1·3동
숭의4동
용현1·4동
용현2동
용현3동
용현5동
학익1동
학익2동
도화1동
도화2·3동
주안1동
주안2동
주안3동
주안4동
주안5동
주안6동
주안7동
주안8동
관교동
문학동
옥련1동
옥련2동
선학동
연수1동
연수2동
연수3동
청학동
동춘1동
동춘2동
동춘3동
송도1동
송도2동
송도3동
송도4동
구월1동
구월2동
구월3동
구월4동
간석1동
간석2동
간석3동
간석4동
만수1동
만수2동
만수3동
만수4동
만수5동
만수6동
장수서창동
서창2동
남촌도림동
논현1동
논현2동
논현고잔동
부평1동
부평2동
부평3동
부평4동
부평5동
부평6동
산곡1동
산곡2동
산곡3동
산곡4동
청천1동
청천2동
갈산1동
갈산2동
삼산1동
삼산2동
부개1동
부개2동
부개3동
일신동
십정1동
십정2동
효성1동
효성2동
계산1동
계산2동
계산3동
계산4동
작전1동
작전2동
작전서운동
계양1동
계양2동
계양3동
검암경서동
연희동
청라1동
청라2동
청라3동
가정1동
가정2동
가정3동
석남1동
석남2동
석남3동
신현원창동
가좌1동
가좌2동
가좌3동
가좌4동
검단동
불로대곡동
원당동
당하동
오류왕길동
마전동
강화읍
선원면
불은면
길상면
화도면
양도면
내가면
하점면
양사면
송해면
교동면
삼산면
서도면
북도면
백령면
대청면
덕적면
영흥면
자월면
연평면
충장동
동명동
계림1동
계림2동
산수1동
산수2동
지산1동
지산2동
서남동
학동
학운동
지원1동
지원2동
양동
양3동
농성1동
농성2동
광천동
유덕동
치평동
상무1동
상무2동
화정1동
화정2동
화정3동
화정4동
서창동
금호1동
금호2동
풍암동
동천동
양림동
방림1동
방림2동
봉선1동
봉선2동
사직동
월산동
월산4동
월산5동
백운1동
백운2동
주월1동
주월2동
효덕동
송암동
대촌동
중흥1동
중흥2동
중흥3동
중앙동
임동
신안동
용봉동
운암1동
운암2동
운암3동
동림동
우산동
풍향동
문화동
문흥1동
문흥2동
두암1동
두암2동
두암3동
삼각동
일곡동
매곡동
오치1동
오치2동
석곡동
건국동
양산동
신용동
송정1동
송정2동
도산동
신흥동
어룡동
우산동
월곡1동
월곡2동
비아동
첨단1동
첨단2동
신가동
운남동
수완동
하남동
임곡동
동곡동
평동
삼도동
본량동
신창동
중앙동
효동
신인동
판암1동
판암2동
용운동
대동
자양동
가양1동
가양2동
용전동
성남동
홍도동
삼성동
대청동
산내동
